0.261132,0.046478,1.000000
-0.492244,-0.319998,-1.000000
-0.384419,0.099170,1.000000
0.101882,-0.781145,-1.000000
0.234592,-0.383446,1.000000
-0.020478,-0.901833,-1.000000
0.328449,0.186633,1.000000
-0.150059,-0.409158,1.000000
-0.155876,-0.843413,-1.000000
-0.098134,-0.136786,1.000000
0.110575,-0.197205,1.000000
0.219021,0.054347,1.000000
0.030152,0.251682,1.000000
0.033447,-0.122824,1.000000
-0.686225,-0.020779,-1.000000
-0.911211,-0.262011,-1.000000
0.572557,0.377526,-1.000000
-0.073647,-0.519163,-1.000000
-0.281830,-0.797236,-1.000000
-0.555263,0.126232,-1.000000
